ID,SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO,CATEGORIA,MACRO_CATEGORIA
2030,IT03336420967_i1hqy,09247360960,22,2024-03-28,02144350069,NR,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,2.0,Fusto di Birra American Strong Ale 20 litri lotto 12323 scadenza 15/08/2024,160.0,80.0,Beverage,Costi Variabili
2031,IT03336420967_i1hqy,09247360960,22,2024-03-28,02144350069,NR,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,1.0,Fusto di Birra Weizen 20 litri lotto 09923 scadenza 15/04/2024,72.0,72.0,Beverage,Costi Variabili
2032,IT03336420967_i1hqy,09247360960,22,2024-03-28,02144350069,,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,,"Contributo Ambientale CONAI assolto all'origine. Le scadenze sono valide se si rispettano le condizioni di stoccaggio riportate sul sigillo del fusto. Assolve agli obblighi di cui all'Art. 62 Comma 1 del D.L. 24 Gennaio 2012 N°1 convertito, con modificazioni, dalla Legge 24 Marzo 2012 N° 27. Durata del contratto ISTANTANEO. Per presa visione:",0.0,0.0,Beverage,Costi Variabili
2033,IT03336420967_i1hqy,09247360960,22,2024-03-28,02144350069,,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,,Riga ausiliaria contenente informazioni tecniche e aggiuntive del documento,0.0,0.0,Beverage,Costi Variabili
2034,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SET 2 TAPPI SALVAGUSTO-B,5.5,5.5,Food,Costi Variabili
2035,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,SET 2 TAPPI SALVAGUSTO-B,5.5,5.5,Food,Costi Variabili
2036,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 SPALM PEPE VALDORCIA,7.99,7.99,Food,Costi Variabili
2037,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 SPALM PEPE VALDORCIA,7.99,7.99,Food,Costi Variabili
2038,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 SPALM PEPE VALDORCIA,7.99,7.99,Food,Costi Variabili
2039,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.09,11.09,Food,Costi Variabili
2040,IT04157540966_42a84,09247360960,10,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 1 HUMMUS DI CECI,10.99,10.99,Food,Costi Variabili
2041,IT04157540966_42a84,09247360960,10,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG 1 HUMMUS DI CECI,10.99,10.99,Food,Costi Variabili
2042,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.173,EDAMER MAXIFET 10X12 MCKG4CA,18.99,4.55,Food,Costi Variabili
2043,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 PHILADELPHIA,2.55,2.55,Food,Costi Variabili
2044,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G250 PHILADELPHIA,2.55,2.55,Food,Costi Variabili
2045,IT04157540966_42a84,09247360960,10,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 POLPA DI AVOCADO MC,9.59,9.59,Food,Costi Variabili
2046,IT04157540966_42a84,09247360960,10,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.8,MORT.IGP PIS.1/2 KG 2.5 MC,18.62,6.65,Food,Costi Variabili
2047,IT04157540966_42a84,09247360960,4,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.387,LIME CAL. 48/54 CASSA (BR I),8.73,1.99,Food,Costi Variabili
2048,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 100 APEROL  11.0 -    BARBI,9.2,9.2,Food,Costi Variabili
2049,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.0,CL 100 APEROL  11.0 -    BARBI,46.0,9.2,Food,Costi Variabili
2050,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 BITTER   CAMPARI 25.0,13.25,13.25,Food,Costi Variabili
2051,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.0,CL100 BITTER   CAMPARI 25.0,66.25,13.25,Food,Costi Variabili
2052,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Food,Costi Variabili
2053,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 33 COCA COLA ZERO VAP,15.6,15.6,Food,Costi Variabili
2054,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.56,10.56,Food,Costi Variabili
2055,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL20 BRILLANTE RECOARO VAP,10.56,10.56,Food,Costi Variabili
2056,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 20 GINGER BEER VAP,16.56,16.56,Food,Costi Variabili
2057,IT04157540966_42a84,09247360960,22,2024-03-05,02827030962,,407.8,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 20 GINGER BEER VAP,16.56,16.56,Food,Costi Variabili
2058,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.15,5.15,Food,Costi Variabili
2059,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.15,5.15,Food,Costi Variabili
2060,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09,Food,Costi Variabili
2061,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09,Food,Costi Variabili
2062,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.475,CAV. CAPP. B. CS FILM (IT I),2.79,1.89,Food,Costi Variabili
2063,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,0.954,SPIANATA ROMANA 1/2 KG1CA SV,14.97,15.69,Food,Costi Variabili
2064,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CAROTE VS 1KG MC (IT I),1.49,1.49,Food,Costi Variabili
2065,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.105,CAV. CAPP. R. CS FILM (IT I),1.98,1.79,Food,Costi Variabili
2066,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,0.974,PEC BLU MAREMMA KG1 CA*,21.42,21.99,Food,Costi Variabili
2067,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2068,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2069,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA FRIZ.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2070,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2071,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2072,IT04157540966_45sel,09247360960,22,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2073,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food,Costi Variabili
2074,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food,Costi Variabili
2075,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food,Costi Variabili
2076,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food,Costi Variabili
2077,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,12.0,G450 TORTILLA NATURAL XL AMICA,45.48,3.79,Food,Costi Variabili
2078,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.0,G500 CHIPS TRASPARENTI PAI,38.1,3.81,Food,Costi Variabili
2079,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,3 MAIS PICCANTE MC",15.79,15.79,Food,Costi Variabili
2080,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2081,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2082,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2083,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2084,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2085,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2086,IT04157540966_45sel,09247360960,10,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,5 CRUNCHY PETALS MC CAIN",6.89,6.89,Food,Costi Variabili
2087,IT04157540966_45sel,09247360960,4,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.17,POMO MIX MIN. (IT I),11.48,5.29,Food,Costi Variabili
2088,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.467,LIMONI CAL. 4/6 CASSA (ES II),11.41,1.09,Food,Costi Variabili
2089,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.093,POMO. CUORE BUE PAD. (IT I),12.24,2.99,Food,Costi Variabili
2090,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,10.0,A. L.LATE CAL 4/5 CS MC(ES I),17.9,1.79,Food,Costi Variabili
2091,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,3.04,"EDAMER MC KG2,7 CA",12.13,3.99,Food,Costi Variabili
2092,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,3.246,TRANCIO ARROSTO HALAL,27.23,8.39,Food,Costi Variabili
2093,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.836,PROSC.PRAGA PICCOLO 1/2 SV,28.33,9.99,Food,Costi Variabili
2094,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.758,PROSC.PRAGA PICCOLO 1/2 SV,27.55,9.99,Food,Costi Variabili
2095,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.09,11.09,Food,Costi Variabili
2096,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G100X8 BURRATA MC,11.09,11.09,Food,Costi Variabili
2097,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G900 PANNA COTTA G100X9 MC,8.49,8.49,Food,Costi Variabili
2098,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G900 PANNA COTTA G100X9 MC,8.49,8.49,Food,Costi Variabili
2099,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.26,M.C.PINK 80/85 PAD. (IT I),1.88,1.49,Food,Costi Variabili
2100,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG1,7 JALAPENO A FETTE DEVELEY",8.75,8.75,Food,Costi Variabili
2101,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG1,7 JALAPENO A FETTE DEVELEY",8.75,8.75,Food,Costi Variabili
2102,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 VEGAN POLPETTE MC,10.99,10.99,Food,Costi Variabili
2103,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 VEGAN POLPETTE MC,10.99,10.99,Food,Costi Variabili
2104,IT04157540966_46eig,09247360960,4,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 VEGAN POLPETTE MC,10.99,10.99,Food,Costi Variabili
2105,IT04157540966_46eig,09247360960,22,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MT 300X30 PELLICOLA DOMOPACK,8.89,8.89,Food,Costi Variabili
2106,IT04157540966_46eig,09247360960,22,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,MT 300X30 PELLICOLA DOMOPACK,8.89,8.89,Food,Costi Variabili
2107,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 SALSA TONN COLUMBUS TD,5.53,5.53,Food,Costi Variabili
2108,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 SALSA TONN COLUMBUS TD,5.53,5.53,Food,Costi Variabili
2109,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G800 SALSA TONN COLUMBUS TD,5.53,5.53,Food,Costi Variabili
2110,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML500 SALSA DEVELEY YOGURT PET,2.68,2.68,Food,Costi Variabili
2111,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML500 SALSA DEVELEY YOGURT PET,2.68,2.68,Food,Costi Variabili
2112,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2113,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2114,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2115,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2116,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2117,IT04157540966_46eig,09247360960,10,2024-03-11,02827030962,,333.16,46eig,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,ML875 CURRY MANG SQ HEINZ,6.49,6.49,Food,Costi Variabili
2118,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G166 NUTELLA BISCUIT T12,2.08,2.08,Food,Costi Variabili
2119,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,13.0,G160 BATTUTA FASSONE PIEM SKIN,52.65,4.05,Food,Costi Variabili
2120,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.36,FINOCCHIONA IGP 1/2  KG1.5CA,15.22,11.19,Food,Costi Variabili
2121,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.15,5.15,Food,Costi Variabili
2122,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 RITAGLI SALMONE AFFUM.,5.15,5.15,Food,Costi Variabili
2123,IT04157540966_47efg,09247360960,4,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food,Costi Variabili
2124,IT04157540966_47efg,09247360960,4,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food,Costi Variabili
2125,IT04157540966_47efg,09247360960,4,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,KG1 IN. MISTA JULIENNE BS,4.09,4.09,Food,Costi Variabili
2126,IT04157540966_47efg,09247360960,4,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 MISTICANZA VASCHETTA MC,5.59,5.59,Food,Costi Variabili
2127,IT04157540966_47efg,09247360960,4,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,G500 VALERIANA VASCHETTA MC,5.49,5.49,Food,Costi Variabili
2128,IT04157540966_47efg,09247360960,10,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"KG2,3 MAIS PICCANTE MC",15.79,15.79,Food,Costi Variabili
2129,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL33 ACQUA FRI S.BENED LATTINA,7.2,7.2,Food,Costi Variabili
2130,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL33 ACQUA FRI S.BENED LATTINA,7.2,7.2,Food,Costi Variabili
2131,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2132,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL50 ACQUA NAT.S.BENEDET.PET,3.84,3.84,Food,Costi Variabili
2133,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 100 APERITIVO SELECT.,9.36,9.36,Food,Costi Variabili
2134,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,LT5 MATIK  DISINCROSTANTE,16.61,16.61,Food,Costi Variabili
2135,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL 70 GIN HENDRICK S 44.0,23.65,23.65,Food,Costi Variabili
2136,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,LT5 DET.PIATTI A MANO ECOL. MP,7.74,7.74,Food,Costi Variabili
2137,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2138,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2139,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2140,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2141,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2142,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,CL100 PUNT E MES 16.0,6.82,6.82,Food,Costi Variabili
2143,IT04157540966_47efg,09247360960,22,2024-03-13,02827030962,,796.7,47efg,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.0,"CL100 GORDON S DRY GIN  37,5",9.79,9.79,Food,Costi Variabili
