"__time","MACRO_CATEGORIA","FISSO_VARIABILE_INVESTIMENTI","DENOMINAZIONE","P_IVA","CATEGORIA"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","De Marchi Srl","10699361001","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Demetra S.r.l.","09887360155","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Dolci Pensieri srls","04449950718","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Dolciaria Gelmini s.n.c. di Valagussa Angelo & C.","02079900961","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Doreca Italia S.P.A.","03393240548","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","EATALY S.p.A.","09450580015","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ENRICO SERAFINO SRL","03548600042","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","EREDI DI FRANCO TRABUCCHI S.N.C.","06425700157","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","EUGENIO COLLAVINI VITICOLTORI SRL","00451600308","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","EUROFOOD S.P.A.","09362510159","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","EUROMAR di SILVANO CARSO PIETRO S.R.L.","02479930444","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Eccellenze srls","11887580014","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Esselunga S.p.A.   ","04916380159","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","F.B.C. FOOD BROKERING COMPANY di COSIMO DIANA & C SAS","02201970346","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","F.LLI GREGORINI SRL","09455030966","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","F.LLI PELLEGRINI SPA","00224980169","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FAIC SRL","03872871003","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FAMIGLIA COTARELLA S.R.L.","00472180553","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FANTINI GROUP VINI SRL","01663210696","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FAST FRUIT S.R.L.","07349730965","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FATTORIA VILLA LIGI DI STEFANO TONELLI","02350990418","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FAZZARI SAS DI FAZZARI NICOLAS E C.","06805670962","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FEDERICO GRAZIANI SOCIETA' AGRICOLA SRL","04809230263","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FERRARI F.LLI LUNELLI SPA","00123890220","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FERRARI FRANCESCO","01265110039","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FEUDI DI SAN GREGORIO SOCIETA' AGRICOLA S.P.A. - SOCIETA' BENEFIT","01753470648","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FIASCONARO SRL","03648920829","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FILADORA DI COPPOLA ANTONELLA","04949040960","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FIRRIATO DISTRIBUZIONE S.R.L.","02214070811","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FLAGELLA CIRO S.R.L.","01714050661","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FOOD GOD SRLS","12088850966","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FOOD'ZUPERIOR S.R.L.","12456480966","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FOODITALY S.R.L.","03917510715","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FORMASAL DISTRIBUZIONE S.R.L.","09947841004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRANCO ROSSI SELECTION SRL","11843990968","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRANTOIO OLEARIO GIOCONDO DI  ","01465720694","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRANZ HAAS SRL","01563890217","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRATELLI NASINI SRL","04911611004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRUTTA DI ECCELLENZA SRLS","14724931002","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FRUTTETO CASAGRANDE S.R.L.","12284630154","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FULVI DANIELE","13062831006","Carburante"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FUNG8 SRLS","15057711002","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FUTURA 14 S.r.l.","12727931003","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Fine Food Group S.P.A.","04971641008","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Fine Spirits S.R.L.","02215130994","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Finigeto Az. Agr. di Dallavalle Aldo","02115600187","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","FusionEat Srls","02018100764","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","G.S. SRL","08136621219","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GAJA DISTRIBUZIONE DI GIORDANO LUCIA & C. S.A.S.","00522110048","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GAJA SOCIETA' SEMPLICE AGRICOLA","02062800046","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GALASSI FERRUCCIO","02028600688","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GALBUSERA GIUSEPPE SRL","07712660153","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GELMINI CARLO S.R.L.","01425280151","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GIOIA GROUP SRL","11987390017","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GIOIA S.P.A.","08334131003","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GLOBAL MEDIA PRODUCTION S.R.L.","15382771002","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GOURMET 3000 SRL","02093600225","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GRUPPO ARGENTI S.R.L.","14552501000","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GRUPPO NEGOZI SRL","03004850982","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GRUPPO VINICOLO FANTINEL S.P.A.","00486360308","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","GUIDO BERLUCCHI & C.SPA-SOCIO UNICO","01604750172","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Gian Paolo e Giovanni Cavalleri  Società Agricola - s.s.","00647120989","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Gin Lane Srls","16901791000","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","HARDY SRL","00734840150","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","HEALAN INGREDIENTS SRL","02418830507","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","High Quality Food S.p.A.","08309911009","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Hordeum S.r.l. Società Agricola","02356340030","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Huber Andreas","02501730218","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","I 4 Mastri S.n.c.","04904280965","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","I.WAI FOOD S.R.L.","08075820962","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","IBERICOS PEREZ DE SEVILLA S.L.","00044658599","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ICARO SRL","03089040236","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ICE CUBE SRL","08935371008","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ICE CUBE SRL UNIPERSONALE","07986761000","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ICE GROUP  S.R.L.","12108061008","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","IGINO MAZZOLA S.P.A.","01168690301","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","IMAC SOCIETA' AGRICOLA SRL","01714200431","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","INDUSTRIAL FOOD MANUFACTURE SRL","12141360961","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","INTECOR S.R.L.S.","02737790903","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","INTORNO AL CIBO S.R.L.","07090560967","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","IPER MONTEBELLO SPA  Dir.Coord.Finiper Canova Group SpA?Reg Imp MI 97471310157","03585750155","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","IPERCASH SRLS","14097791009","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ISC s.r.l.","05786380658","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ITTICA MOCERI  SRL","02601840818","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ITTICA URBANO SRL","10903181005","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Il Mosnel di Emanuela Barboglio e Figli Società Agricola Semplice","02712810981","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Il Rosso e Il Nero S.a.s.","07487880960","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Isabella e Figli SRLSU","02666580994","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","JBS SRL","00835720525","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","JERMANN S.R.L. - Società Agricola","01123130310","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","JFC ITALIA S.R.L.","09891220965","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","JOLANDA DE COLO' SPA","02428010306","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","KELLEREI TERLAN - CANTINA PRODUTTORI TERLANO COOPERATIVA SOCIETÁ AGRICOLA","00099510216","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Kellerei Bozen Gen. landw. Ges.","00121460216","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Kellerei Schreckbichl Gen. Landw. Ges.","00126870211","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Kellereigen. Girlan Landw. Gesellschaft","00124770215","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA CASA IBERICA Srl","10107260969","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA DOLCERIA SRL A SOCIO UNICO","03983700166","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA EMME S.R.L.","16295221002","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA MADIA S.A.S. DI GIULIA DE MARINIS E C.","09979530152","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA NEF SPA","01471840429","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LA.CO. CARNI SRL","00695570960","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LAURENT-PERRIER ITALIA SPA","03380221204","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LE CAPANNE SOCIETA' AGRICOLA S.S.","02226610513","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LE DELIZIE DELLA PUGLIA","07350930728","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LES CAVES DE PYRENE SRL","11528420018","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LES CRETES SOC .AGR. DI CHARRERE & C. S.S.","00520450073","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LES GRANDS CRUS SRL","01782190498","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LEVII SRL SOCIETA' AGRICOLA","02281240206","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LIDL ITALIA SRL a socio unico","02275030233","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LIVIO FELLUGA S.R.L.","00438150310","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LONGHI FUNGHI S.R.L.","07306900965","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","LUIGI LAVAZZA SPA","00470550013","Caffè"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","La Casa della Porchetta srl di Angelo De Nicola","10363311001","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Lis Neris s.s. Agricola","01105930315","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Longino & Cardenal S.p.A.","10994990157","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","M.G. SRL","02388780690","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MAC. GINO SAS","03548880107","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MAJOLINI S.R.L. SOCIETA' AGRICOLA","01878710175","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MARCHESI ANTINORI SPA","05087460480","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MARCHIANTE S.p.A.","02926740156","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MARCHISELLA & FIGLI S.N.C.","02876950961","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MAREA SOLARE S.R.L","11465680962","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MARILISA ALLEGRINI S.R.L.","03873710234","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MASCIARELLI Tenute Agricole s.r.l.","02442790693","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MASSOLINO GIUSEPPE AZ.AGR. VIGNA RIONDA - MASSOLINO F.LLI","01036180048","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MASTROBERARDINO SOCIETA' AGRICOLA S.R.L.","02126850649","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MAVOLO ANTONIO S.R.L.","04056740287","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MDXL S.R.L.","10005791214","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MEGA DOLCIARIA SRL","05200501004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MENODICIOTTO MILANO SRL","08791810966","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MENU'   S.R.L.","00333120368","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MEREGALLI GIUSEPPE SPA","00845920966","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","METRO Italia S.p.A.","02827030962","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","METRO Markets GmbH","00334679990","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MGM S.R.L.","11148040154","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MICHETTI SAS DI G.M.","16253611004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MILANI SPA","00809790132","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MILANO TARTUFI srl","09604400961","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MINERALBIRRA S.R.L.","00543770341","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MONSUPELLO EREDI DI BOATTI CARLO SOCIETA' AGRICOLA","02347350189","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MONTENEGRO S.R.L.","12654600159","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MOON IMPORT DI MONGIARDINO G. SRL","02222850105","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MOSER FRANCESCO SOC.SEMPLICE AGRICOLA","02668000223","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","MYLAE DULCIS SRL","06698110969","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Macaron.it Srl","15312691007","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Marchesi Frescobaldi Societa Agricola S.r.l.","01770300489","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Masi Agricola SpA","03546810239","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Michele Satta Soc. semp. Agricola","01820180493","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Mitili & Mitili di Panarelli A. e A.","01486380114","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Molinari Italia S.p.a.","03710791009","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Molinaro Federico","15515451001","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Moët Hennessy Italia SpA","12054020156","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NACHO LIBRE SRL","17266371008","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NICOLA GATTA AGRICOLA","04037270982","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NIZZA SILVANO","02834700045","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NONINO DISTILLATORI S.R.L.","02588990305","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NOSIO S.p.A.","04440220962","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","NUOVA ANGELO TURATI S.R.L.","07614280969","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Natural Sarda","02710430923","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Nipponia SRL","06508721005","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Nois di Puddu Antonio Az. Agricola","01528670910","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Nuova Liguria Carni Sas","03855220103","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","OASI GHIACCIO DI KONE ABDOUL","16998811000","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","OBERTO S.R.L. a Socio Unico","01703760049","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","OLEARIA LOSITO DI LOSITO ROBERTO","12143920150","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ONESTIGROUP S.P.A.","00934460338","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ONIWINES S.R.L.","05022490238","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","OTTELLA (B) Di Francesco e Michele Montresor ssa","03867510236","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","OYSTER OASIS SRL","08688180960","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Ornellaia e Masseto Societa Agricola S.r.l.","01329080491","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Oro del Mediterraneo","02875000818","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANIFICIO COSTA SRL","08958130968","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANIFICIO PUGLIESE PANIFICIO DEI F.LLI PUGLIESE S.R.L.","07154160159","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANIFICIO PUGLIESE PANIFICIO DEI F.LLI PUGLIESE S.R.L.","13334840967","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANONTIN S.R.L.","00808570154","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANPIZZA SRL","03856440163","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PANZERA MILANO S.R.L. - societa' unipersonale","08728390967","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PASTA GIRARDI BUSINESS SRL","11829070017","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PASTIFICIO MARCELLO SRL","07352690965","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PATATAS NANA S.R.L.","02747550420","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PEQ AGRI SOC. AGRICOLA A R.L.","01789920095","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PERUSINI SOCIETA' AGRICOLA SOCIETA' SEMPLICE","03033320304","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PESCAJA SOCIETA' SEMPLICE AGRICOLA","01703260057","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PESCONIL S.L.","00072131519","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PHILARMONICA S.R.L.","02197690981","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PIAZZA PEPPINO S.R.L.","01515540340","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PODERE ROCCHE DEI MANZONI DI VALENTINO SAS DI MIGLIORINI R","00636850042","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","POGGIO DELL'AQUILA SRL SOC.AGR.","14219631000","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","POGGIO DININFA Società Semplice Agricola","05424100658","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","POLLERIA IVALDI sas di Boccignone Cristiano & C.","02717240101","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PREGIS S.p.A.","00440600229","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PREMIA Srl CON SOCIO UNICO","05683351000","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PRIME ALTURE SOCIETA' AGRICOLA S.R.L.","02337220186","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","PRIME SRL","02025400660","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Panificio Passi SRL","10321851007","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Pasqua Vigneti e Cant spa","02907550236","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Passion France S.N.C.","10504270967","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Pastificio Secondi Srl","11054711004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Proposta Vini s.r.l. ","02127350227","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","RAMILLI ALESSANDRO","01160240394","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","RIDA 2016 S.R.L.","13789261008","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","RINALDI 1957 SPA","13327260157","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","RJD S.R.L.","15384501001","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ROCCA DELLE MACIE S.P.A.","00209800523","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ROMANA LIEVITI di S. Bettollini s.r.l.","00994441004","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","RONZINO IVAN","11076130159","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Ricasoli Distribuzione Srl","01584110520","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Rinaldi Srl","14939551009","Caffè"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SA RAJA SOCIETA' AGRICOLA A RESPONSABILITA' LIMITATA A SOCIO UNICO","10809170961","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SAGNA SPA","00947970018","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SALCHETO S.R.L. Soc. Agr. S.B.","01034860526","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SALUMIFICIO MEC PALMIERI SPA","00179590369","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SALVATORE COZZOLINO","11432750153","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SARDAMAR SRL","01109990315","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SARZI AMADE' S.R.L.","06631440960","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SASSOCRETA di Fabiano De Leonardis","02364450680","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SCALIA SNC","02923440909","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SCORPIUS S.R.L.","02707250995","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SELECTA S.P.A.","00867840290","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SKERK SANDI","00838820322","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOC. AGR. BETTELLA S.S.","00135040194","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOC.AGR. PIEROPAN S.S.","03777370234","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOC.AGRICOLA EREDI DI INAMA GIUSEPPE S.S","03883480232","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA AGRIBEL S.R.L.","03922530237","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA GARUTI DANTE","00935560367","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA LA NEULA","02910210901","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA LA SPINETTA S.S.","01231050053","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA LIVON SOC.SEMPLICE","01974400309","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA MONTALBERA S.R.L.","00633260054","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA SAN GIOBBE A R.L.","04681350270","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETA' AGRICOLA TENUTA SANTA CATERINA S.R.L.","01551860057","Beverage"
