"__time","MACRO_CATEGORIA","FISSO_VARIABILE_INVESTIMENTI","DENOMINAZIONE","P_IVA","CATEGORIA"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOCIETÀ AGRICOLA TERRE FRIULANE S.R.L.","01916200304","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SOGEGROSS S.P.A.","01226470993","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SPANU PINO","01088820954","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SPIRITS & COLORI SRL","02812380356","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SPUMANTI VALDO S.R.L.","02801760238","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","STELLA WINES S.R.L.","09306330961","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SUMMIT SRL","12445280154","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","SURRAU SRL - SOCIETA' AGRICOLA","02045680903","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Salumificio Squisito Srl","02664450349","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","San Marzano Vini S.P.A.","03017840731","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Santa Margherita S.p.A.   ","00884040270","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Sassocreta Vini Snc","02828470696","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Signorvino S.R.L. Soggetta a direzione e coordinamento di Oniverse Holding spa","05064530230","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Societa' Agricola MONTE ROSSA s.r.l.","00627720980","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Società Agricola Monfalletto ss","00784150047","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Società Agricola Nuova Agricoltura S.r.l.","02159900519","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Soloramen srl","06575680480","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Sv Market di Vincenzo Sapia","06013600876","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TACCARDI SNC DI TACCARDI GIAN LUCA E ANDREA","10788190154","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TAVI","01721440996","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TENUTA DI DONNAFUGATA SRL S.A.","01155720814","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TENUTA LA PINETA di Scortecci Giuseppe","01214120519","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TENUTA OLIM BAUDA S.S.A.","01473360053","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TENUTA SAN LEONARDO SRL","02396890226","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TENUTE DEL CERRO WINES S.R.L.","01578360529","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TERENZUOLA di Ivan Giuliani & C. Soc. Agr. Semp.","01148420456","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TERRA MORETTI DISTRIBUZIONE SRL","01909450981","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TERRE D'OLTREPO' S.C.A.P.A.","02270380187","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TERRE D'OLTREPO' SPA","02977100185","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TMT24 S.R.L. A SOCIO UNICO","03870600040","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TONELLO ANTONIETTA","10611620963","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TORNATORE FRANCESCO","01072520875","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TRENTINI FRUTTA DAL 2018 SRL UNIPERSONALE","02593970995","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","TUCCIO BRUNO","01144470539","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Tannico Srl","07344570960","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Thaler GmbH","00123080210","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Timossi Commerciale S.p.a. a s.u.","00263520108","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Torrefattori Associati S.p.A.","02488750064","Caffè"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Tuttoghiaccio srl","11745471000","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","UENO SRL","09603070963","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","UNIONTRADE SPA","07645640157","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Uno Valtellina Società Cooperativa Agricola","00879040145","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VALRHONA SAS","79435480520","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VELENOSI SRL","01839990445","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VENETA PESCA S.R.L.","00042910299","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VENICA & VENICA DI GIANNI VENICA E C. S.S. SOC. AGR.","00492040316","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VIETTI SRL","01873820045","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VINICOLA MAURI SRL","00204060131","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VISCONTI 43 SPA","03758970960","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","VOERZIO MARTINI SOCIETA' SEMPLICE AGRICOLA","03589710049","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Velier S.p.A.","00264080102","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Verdi Paolo","01129620181","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Vie di Romans Società Agricola","01268010319","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Villa Sandi SpA","00321980260","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","WINE TERROIR SRL","03628030839","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","WINETIP SRL","13177390153","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","WOERNDLE INTERSERVICE SRL","01435080211","Food"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Weingut J. Hofstätter GmbH","00619540214","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","Winebroker S.r.l. Unipersonale","11919771003","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ZAFFERANO DISTRIBUZIONE SRL UNIPERSONALE","03369920982","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","ZOPPIS SRL SB","01576310039","Beverage"
"2023-01-01T00:00:00.000Z","Costi Variabili","Variabile","expensive foods italia srl","02342350689","Food"
"2023-01-01T00:00:00.000Z","Costo Staff","Fisso","Etica Lavoro S.r.l.","14977271007","Costo Personale Operativo"
"2023-01-01T00:00:00.000Z","Costo Staff","Fisso","WALLY JOB S.R.L.","16714991003","Costo Personale Operativo"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","A Riccione Santa Margherita S.R.L.","02947540999","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","A.M. SNC DI ANTONIO MISSONI E C","08030220159","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","CEMENTOLINE SRL","06808120486","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","EDIL PROJECT DESIGN 2 SOC.COOP. A.R.L.","12827721007","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","ELETTROTECNICA G&A SRL","03019610967","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","G.P.A. MILANO S.r.l","11339450154","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","G.S. ITALIA SRL","12029430159","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","GELO TEAM S.R.L.","16230361004","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","HI LITE NEXT SRL","08266520967","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","HOME srl","08129770965","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","IMPRESA MGP SRL","08191500969","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","Ing. POLIN E C. S.p.A.","00211880232",""
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","LOCALIARREDA SRL","14531251008","Investimenti"
"2023-01-01T00:00:00.000Z","Investimenti","Investimenti","TENDASYSTEM SRL","06530800967","Investimenti"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","A2A Energia SpA","12883420155","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","Acea Ato2 S.p.A.","05848061007","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","Duferco Energia Spa","01016870329","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","E.ON ENERGIA SPA","03429130234","Energia"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","ENERGIA PULITA SRL","10802400969","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","Enel Energia S.p.A.","15844561009","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","FASTWEB SpA","12878470157","Telefono"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","FUTURENERGY RINNOVABILE S.R.L.","10483110010","Energia Elettrica"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","GORLA ENERGIA SRL","03708400134","Gas"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","IREN ACQUA S.P.A.","02863660359","Acqua"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","MM S.p.A","01742310152","Acqua"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","TIM  S.p.A.","00488410010","Telefono"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","VODAFONE ITALIA S.p.A.","08539010010","Telefono"
"2023-01-01T00:00:00.000Z","Utenze","Fisso","Wind Tre S.p.A.","13378520152","Telefono"
