SourceName,CODICE_COMMITTENTE,ALIQUOTA_IVA,DATA,P_IVA,UNITAMISURA,IMPORTO_TOTALE_DOCUMENTO,NUMERO,TIPO_DOCUMENTO,RAGIONE_SOCIALE,SEDE_INDIRIZZO_CESSIONARIO,QUANTITA,DESCRIZIONE,IMPONIBILE_IMPORTO,PREZZO_UNITARIO
IT01879020517A2024_bqJrW,09247360960,10.0,2024-03-04,12508910960,PZ,578.47,27,TD24,Trama di Trapasso Matteo,"VIA ENRICO STENDHAL, 30",46.00,TraMaBun,46.0,1.0
IT01879020517A2024_bqJrW,09247360960,22.0,2024-03-04,12508910960,,578.47,27,TD24,Trama di Trapasso Matteo,"VIA ENRICO STENDHAL, 30",1.00,Consegna EUR6,6.0,6.0
IT02355260981_PxZVs,09247360960,22.0,2024-03-16,05602640962,,10.95,PxZVs,TD01,Bricocenter Italia S.r.l.,VIA STENDHAL 30,1.00,STURALAVANDINI,8.98,8.98
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,,179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,0.00,BOX 200 ALTO (n. 4),0.0,0.0
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,MELA 200 ml ALTO,18.0,1.5
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,PESCA 200ml ALTO,18.0,1.5
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,PERA 200ml ALTO,18.0,1.5
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,ALBICOCCA 200ml ALTO,18.0,1.5
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,MIRTILLO 200ml ALTO,22.8,1.9
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,FRAGOLA 200ml ALTO,22.8,1.9
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,CILIEGIA 200ml ALTO,22.8,1.9
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,UNITA',179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,12.00,LAMPONE 200ml ALTO,22.8,1.9
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,,179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,1.00,Sconto Pagamento Anticipato 10%,-16.32,-16.32
IT02355260981_PyiiK,09247360960,22.0,2024-03-19,03670250046,,179.19,PyiiK,TD01,Fruit Project Srl,VIA STENDHAL 30,0.00,Nome Locale / Insegna: BeerGallery,0.0,0.0
IT03336420967_i1hqy,09247360960,22.0,2024-03-28,02144350069,NR,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,1.00000000,Fusto di Birra Pils  20 litri lotto 12823 scadenza 15/09//2024,70.0,70.0
IT03336420967_i1hqy,09247360960,22.0,2024-03-28,02144350069,NR,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,2.00000000,Fusto di Birra American Strong Ale 20 litri lotto 12323 scadenza 15/08/2024,160.0,80.0
IT03336420967_i1hqy,09247360960,22.0,2024-03-28,02144350069,NR,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,1.00000000,Fusto di Birra Weizen 20 litri lotto 09923 scadenza 15/04/2024,72.0,72.0
IT03336420967_i1hqy,09247360960,22.0,2024-03-28,02144350069,,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,,"Contributo Ambientale CONAI assolto all'origine. Le scadenze sono valide se si rispettano le condizioni di stoccaggio riportate sul sigillo del fusto. Assolve agli obblighi di cui all'Art. 62 Comma 1 del D.L. 24 Gennaio 2012 N°1 convertito, con modificazioni, dalla Legge 24 Marzo 2012 N° 27. Durata del contratto ISTANTANEO. Per presa visione:",0.0,0.0
IT03336420967_i1hqy,09247360960,22.0,2024-03-28,02144350069,,368.44,0030302746,TD01,BIRRIFICIO HENQUET DI NADAL PIERINO & C.SAS,VIA ENRICO STENDHAL 30,,Riga ausiliaria contenente informazioni tecniche e aggiuntive del documento,0.0,0.0
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,SET 2 TAPPI SALVAGUSTO-B,5.5,5.5
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,SET 2 TAPPI SALVAGUSTO-B,5.5,5.5
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 SPALM PEPE VALDORCIA,7.99,7.99
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 SPALM PEPE VALDORCIA,7.99,7.99
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 SPALM PEPE VALDORCIA,7.99,7.99
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G100X8 BURRATA MC,11.09,11.09
IT04157540966_42a84,09247360960,10.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,KG 1 HUMMUS DI CECI,10.99,10.99
IT04157540966_42a84,09247360960,10.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,KG 1 HUMMUS DI CECI,10.99,10.99
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.173,EDAMER MAXIFET 10X12 MCKG4CA,18.99,4.55
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G250 PHILADELPHIA,2.55,2.55
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G250 PHILADELPHIA,2.55,2.55
IT04157540966_42a84,09247360960,10.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,KG1 POLPA DI AVOCADO MC,9.59,9.59
IT04157540966_42a84,09247360960,10.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,2.80,MORT.IGP PIS.1/2 KG 2.5 MC,18.62,6.65
IT04157540966_42a84,09247360960,4.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,4.387,LIME CAL. 48/54 CASSA (BR I),8.73,1.99
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL 100 APEROL  11.0 -    BARBI,9.2,9.2
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.00,CL 100 APEROL  11.0 -    BARBI,46.0,9.2
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL100 BITTER   CAMPARI 25.0,13.25,13.25
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,5.00,CL100 BITTER   CAMPARI 25.0,66.25,13.25
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL 33 COCA COLA ZERO VAP,15.6,15.6
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL 33 COCA COLA ZERO VAP,15.6,15.6
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL20 BRILLANTE RECOARO VAP,10.56,10.56
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL20 BRILLANTE RECOARO VAP,10.56,10.56
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL 20 GINGER BEER VAP,16.56,16.56
IT04157540966_42a84,09247360960,22.0,2024-03-05,02827030962,,407.80,42a84,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,CL 20 GINGER BEER VAP,16.56,16.56
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 RITAGLI SALMONE AFFUM.,5.15,5.15
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G500 RITAGLI SALMONE AFFUM.,5.15,5.15
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09
IT04157540966_45sel,09247360960,10.0,2024-03-11,02827030962,,307.93,45sel,TD01,METRO Italia S.p.A.,VIA ENRICO STENDHAL,1.00,G150X8 BURGER SCOTTONA UNIKA,13.09,13.09
